"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Feb 21 02:59:54 GMT 2024","Wed Feb 21 03:03:45 GMT 2024","231130","","Visualização de saldo @balance @regression","","Visualização de saldo @balance @regression","Visualização saldo no app","Visualização saldo no app",""
"passed","Wed Feb 21 02:59:17 GMT 2024","Wed Feb 21 02:59:54 GMT 2024","36596","","Home do App @home @regression","","Home do App @home @regression","Validando a Home do app","Validando a Home do app",""
"passed","Wed Feb 21 03:03:46 GMT 2024","Wed Feb 21 03:04:25 GMT 2024","39388","","Pesquisa no app:","","Pesquisa no app:","Buscando um contato existente @search @regression","Buscando um contato existente @search @regression",""
