"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Sep 05 22:14:01 GMT 2023","Tue Sep 05 22:19:39 GMT 2023","337451","","Home do App @home @regressive","","Home do App @home @regressive","Validando a Home do app","Validando a Home do app",""
"passed","Tue Sep 05 22:19:39 GMT 2023","Tue Sep 05 22:28:38 GMT 2023","538242","","Visualização de saldo @balance @regressive","","Visualização de saldo @balance @regressive","Visualização saldo no app","Visualização saldo no app",""
"passed","Tue Sep 05 22:28:38 GMT 2023","Tue Sep 05 22:36:28 GMT 2023","469907","","Pesquisa no app:","","Pesquisa no app:","Buscando um contato existente @search @regressive","Buscando um contato existente @search @regressive",""
